idade;faixa_idade;genero;cor/raca/etnia;pcd;estado_onde_mora;uf_onde_mora;nivel_ensino;area_formacao;situacao_atual_trabalho;setor;gestor;cargo_gestor;cargo_atual;nivel;faixa_salarial;experiencia_dados;participou_entrevista;forma_de_trabalho#0;linguagem_mais_utiliza;linguagem_mais_gosta;referencia
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Área de Consultoria;FALSE;;Analista de BI/BI Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% remoto;;;2022
30;30-34;Feminino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Varejo;FALSE;;Analista de Negócios/Business Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;Não tenho experiência na área de dados;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2022
20;17-21;Masculino;Parda;Não;São Paulo (SP);SP;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Somente Estudante (graduação);;;;;;;;;;;;2022
29;25-29;Masculino;Branca;Não;Pernambuco (PE);PE;Pós-graduação;Outras Engenharias;Empregado (CLT);Educação;FALSE;;Cientista de Dados/Data Scientist;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Menos de 1 ano;Sim, fiz entrevistas mas não fui aprovado;Modelo 100% presencial;;;2022
29;25-29;Feminino;Parda;Não;São Paulo (SP);SP;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Indústria;FALSE;;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2022
33;30-34;Masculino;Parda;Não;Pernambuco (PE);PE;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Indústria;FALSE;;Outra Opção;Júnior;de R$ 1.001/mês a R$ 2.000/mês;Não tenho experiência na área de dados;Sim, fiz entrevistas mas não fui aprovado;Modelo 100% presencial;Não utiliza programação;Python;2022
33;30-34;Masculino;Parda;Não;Distrito Federal (DF);DF;Graduação/Bacharelado;Outra opção;Desempregado, buscando recolocação;;;;;;;;;;;;2022
23;22-24;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Tecnologia/Fábrica de Software;FALSE;;Analista de Dados/Data Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% remoto;;;2022
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Química / Física;Empregado (CLT);Setor Alimentício;FALSE;;Outra Opção;Júnior;de R$ 3.001/mês a R$ 4.000/mês;Não tenho experiência na área de dados;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;Não utiliza programação;Python;2022
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Área de Consultoria;FALSE;;Analista de BI/BI Analyst;Sênior;de R$ 6.001/mês a R$ 8.000/mês;de 7 a 10 anos;Sim, fiz entrevistas mas não fui aprovado;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
25;25-29;Masculino;Parda;Não;São Paulo (SP);SP;Pós-graduação;Outras Engenharias;Empregado (CLT);Outra Opção;FALSE;;Analista de Dados/Data Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;;;2022
42;40-44;Masculino;Parda;Não;São Paulo (SP);SP;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;TRUE;Gerente/Head;;;de R$ 25.001/mês a R$ 30.000/mês;Mais de 10 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% remoto;;;2022
30;30-34;Feminino;Branca;Não;Rio Grande do Sul (RS);RS;Mestrado;Outras Engenharias;Empregado (CLT);Varejo;FALSE;;Analista de Dados/Data Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2022
39;35-39;Masculino;Branca;Não;Espírito Santo (ES);ES;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;FALSE;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 4.001/mês a R$ 6.000/mês;de 4 a 6 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2022
37;35-39;Masculino;Branca;Não;Minas Gerais (MG);MG;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Indústria;FALSE;;Outras Engenharias (não inclui dev);Sênior;de R$ 6.001/mês a R$ 8.000/mês;Mais de 10 anos;Sim, fiz entrevistas mas não fui aprovado;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Não utiliza programação;Python;2022
44;40-44;Feminino;Parda;Não;São Paulo (SP);SP;Estudante de Graduação;Marketing / Publicidade / Comunicação / Jornalismo;Empregado (CLT);Varejo;FALSE;;Outra Opção;Júnior;de R$ 1.001/mês a R$ 2.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;Não utiliza programação;C/C++/C#;2022
26;25-29;Masculino;Parda;Não;;;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Somente Estudante (pós-graduação);;;;;;;;;;;;2022
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;FALSE;;Cientista de Dados/Data Scientist;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2022
43;40-44;Feminino;Parda;Não;Rio de Janeiro (RJ);RJ;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Desempregado, buscando recolocação;;;;;;;;;;;;2022
36;35-39;Masculino;Branca;Não;Minas Gerais (MG);MG;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Educação;FALSE;;Cientista de Dados/Data Scientist;Sênior;de R$ 20.001/mês a R$ 25.000/mês;de 7 a 10 anos;Sim, fiz entrevistas mas não fui aprovado;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
36;35-39;Masculino;Branca;Não;Paraná (PR);PR;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;TRUE;Gerente/Head;;;de R$ 20.001/mês a R$ 25.000/mês;de 7 a 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2022
29;25-29;Masculino;Amarela;Não;São Paulo (SP);SP;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Área de Consultoria;FALSE;;Cientista de Dados/Data Scientist;Sênior;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
33;30-34;Masculino;Preta;Não;São Paulo (SP);SP;Pós-graduação;Outras Engenharias;Empregado (CLT);Varejo;FALSE;;Analista de BI/BI Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% remoto;;;2022
44;40-44;Masculino;Parda;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Telecomunicação;FALSE;;Analista de Suporte/Analista Técnico;Pleno;de R$ 3.001/mês a R$ 4.000/mês;Mais de 10 anos;Sim, fiz entrevistas mas não fui aprovado;Modelo híbrido com dias fixos de trabalho presencial;Não utiliza programação;Python;2022
30;30-34;Masculino;Branca;Não;;;Graduação/Bacharelado;Outras Engenharias;Vivo fora do Brasil e trabalho para empresa de fora do Brasil;Finanças ou Bancos;FALSE;;Engenheiro de Machine Learning/ML Engineer;Sênior;Acima de R$ 40.001/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
26;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Estagiário;Finanças ou Bancos;FALSE;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Sim, fiz entrevistas mas não fui aprovado;Modelo 100% remoto;;;2022
18;17-21;Masculino;Branca;Não;Bahia (BA);BA;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Somente Estudante (graduação);;;;;;;;;;;;2022
32;30-34;Masculino;Parda;Não;Minas Gerais (MG);MG;Pós-graduação;Outra opção;Empregado (CLT);Finanças ou Bancos;FALSE;;Cientista de Dados/Data Scientist;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 7 a 10 anos;Sim, fiz entrevistas mas não fui aprovado;Modelo híbrido com dias fixos de trabalho presencial;;;2022
28;25-29;Masculino;Parda;Não;São Paulo (SP);SP;Graduação/Bacharelado;Outras Engenharias;Empreendedor ou Empregado (CNPJ);Agronegócios;FALSE;;Analista de BI/BI Analyst;Sênior;de R$ 16.001/mês a R$ 20.000/mês;de 3 a 4 anos;Sim, fui aprovado e mudei de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
24;22-24;Masculino;Branca;Não;Minas Gerais (MG);MG;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;FALSE;;Analista de Dados/Data Analyst;Júnior;de R$ 3.001/mês a R$ 4.000/mês;Menos de 1 ano;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2022
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;TRUE;Gerente/Head;;;de R$ 25.001/mês a R$ 30.000/mês;Mais de 10 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
29;25-29;Masculino;Branca;Não;Paraná (PR);PR;Mestrado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Indústria;TRUE;Gerente/Head;;;de R$ 25.001/mês a R$ 30.000/mês;de 7 a 10 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% remoto;;;2022
44;40-44;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;FALSE;;Analista de BI/BI Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 4 a 6 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2022
42;40-44;Feminino;Parda;Não;Rio de Janeiro (RJ);RJ;Pós-graduação;Outra opção;Empregado (CLT);Setor Imobiliário/ Construção Civil;FALSE;;Outra Opção;Pleno;de R$ 3.001/mês a R$ 4.000/mês;Não tenho experiência na área de dados;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;Não utiliza programação;Python;2022
33;30-34;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Varejo;TRUE;Supervisor/Coordenador;;;de R$ 16.001/mês a R$ 20.000/mês;de 4 a 6 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% remoto;;;2022
33;30-34;Feminino;Parda;Não;Ceará (CE);CE;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Tecnologia/Fábrica de Software;TRUE;Chapter Lead;;;de R$ 12.001/mês a R$ 16.000/mês;de 4 a 6 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2022
31;30-34;Masculino;Branca;Não;Paraná (PR);PR;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Indústria;FALSE;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 4 a 6 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2022
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Outras Engenharias;Empreendedor ou Empregado (CNPJ);Educação;FALSE;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Sim, fiz entrevistas mas não fui aprovado;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
29;25-29;Masculino;Parda;Não;Santa Catarina (SC);SC;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Área de Consultoria;FALSE;;Analista de Dados/Data Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;Menos de 1 ano;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2022
24;22-24;Masculino;Branca;Não;Paraná (PR);PR;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;FALSE;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Júnior;de R$ 3.001/mês a R$ 4.000/mês;Menos de 1 ano;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2022
37;35-39;Masculino;Branca;Não;;;Graduação/Bacharelado;Ciências Sociais;Vivo fora do Brasil e trabalho para empresa de fora do Brasil;Setor de Energia;FALSE;;Analista de Marketing;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 4 a 6 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% remoto;;;2022
47;45-49;Feminino;Branca;Não;Paraná (PR);PR;Pós-graduação;Ciências Sociais;Empregado (CLT);Indústria;FALSE;;Outra Opção;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2022
19;17-21;Masculino;Preta;Não;Minas Gerais (MG);MG;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Desempregado, buscando recolocação;;;;;;;;;;;;2022
22;22-24;Masculino;Branca;Não;Pernambuco (PE);PE;Estudante de Graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Educação;FALSE;;Cientista de Dados/Data Scientist;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Sim, fiz entrevistas mas não fui aprovado;Modelo 100% remoto;;;2022
31;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Educação;FALSE;;Analista de BI/BI Analyst;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2022
35;35-39;Masculino;Branca;Não;Santa Catarina (SC);SC;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Setor Automotivo;FALSE;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 4 a 6 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
31;30-34;Feminino;Parda;Não;Minas Gerais (MG);MG;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Tecnologia/Fábrica de Software;FALSE;;Analista de BI/BI Analyst;Sênior;de R$ 2.001/mês a R$ 3.000/mês;de 4 a 6 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2022
22;22-24;Masculino;Amarela;Não;São Paulo (SP);SP;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;FALSE;;Analista de Dados/Data Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
35;35-39;Masculino;Branca;Não;São Paulo (SP);SP;Estudante de Graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Estagiário;Outra Opção;FALSE;;Analista de Dados/Data Analyst;Júnior;de R$ 1.001/mês a R$ 2.000/mês;Menos de 1 ano;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
27;25-29;Feminino;Parda;Não;Paraná (PR);PR;Graduação/Bacharelado;Química / Física;Empregado (CLT);Setor Imobiliário/ Construção Civil;FALSE;;Analytics Engineer;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Sim, fui aprovado e mudei de emprego;Modelo 100% presencial;Não utiliza programação;Python;2022
47;45-49;Masculino;Branca;Não;Rio Grande do Sul (RS);RS;Doutorado ou Phd;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;TRUE;Supervisor/Coordenador;;;de R$ 16.001/mês a R$ 20.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2022
43;40-44;Masculino;Branca;Não;Pernambuco (PE);PE;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Servidor Público;Setor Público;FALSE;;Analista de BI/BI Analyst;Pleno;de R$ 16.001/mês a R$ 20.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2022
25;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;FALSE;;Cientista de Dados/Data Scientist;Júnior;de R$ 3.001/mês a R$ 4.000/mês;de 1 a 2 anos;Sim, fui aprovado e mudei de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2022
